0.301700	0.453200	0.245100	0.306900	0.455500	0.237600	0.303100	0.448700	0.248200	0.308400	0.454500	0.237100	0.311400	0.454700	0.233900	0.315200	0.452100	0.232700	0.322700	0.452100	0.225200	0.323800	0.451800	0.224400	0.325600	0.451700	0.222700	0.327700	0.456600	0.215700	0.334400	0.449800	0.215800	0.336500	0.447900	0.215600	0.339800	0.443900	0.216300	0.340100	0.444600	0.215300	0.341800	0.449500	0.208700	0.341000	0.449300	0.209700	0.353400	0.440800	0.205800	0.348900	0.445100	0.206000	0.346700	0.445300	0.208000	0.344600	0.449300	0.206100
0.292900	0.496300	0.210800	0.305000	0.479400	0.215600	0.296700	0.498400	0.204900	0.306000	0.484500	0.209500	0.312600	0.488000	0.199400	0.314600	0.492800	0.192600	0.319700	0.478200	0.202100	0.311100	0.492900	0.196000	0.317100	0.484800	0.198100	0.323600	0.484800	0.191600	0.322500	0.482400	0.195100	0.324900	0.477200	0.197900	0.331500	0.479500	0.189000	0.332800	0.480900	0.186300	0.331500	0.480200	0.188300	0.332900	0.478800	0.188300	0.337600	0.475000	0.187400	0.341400	0.476400	0.182200	0.339100	0.469700	0.191200	0.332800	0.473300	0.193900
0.300300	0.529000	0.170700	0.295600	0.537300	0.167100	0.297700	0.525700	0.176600	0.298700	0.528500	0.172800	0.302500	0.516100	0.181400	0.301500	0.526000	0.172500	0.304500	0.526100	0.169400	0.312200	0.520000	0.167800	0.307500	0.524600	0.167900	0.307500	0.528000	0.164500	0.304200	0.522100	0.173700	0.317800	0.516700	0.165500	0.312600	0.521500	0.165900	0.314600	0.511500	0.173900	0.317200	0.515900	0.166900	0.315600	0.514600	0.169800	0.317400	0.514300	0.168300	0.313000	0.521800	0.165200	0.314800	0.516500	0.168700	0.322500	0.510600	0.166900
0.280600	0.576800	0.142600	0.291100	0.576700	0.132200	0.283800	0.577600	0.138600	0.289200	0.572600	0.138200	0.291000	0.561100	0.147900	0.295600	0.563500	0.140900	0.289900	0.568700	0.141400	0.294400	0.567900	0.137700	0.287400	0.562800	0.149800	0.300100	0.553400	0.146500	0.289800	0.558500	0.151700	0.294100	0.570700	0.135200	0.288600	0.565800	0.145600	0.290400	0.568900	0.140700	0.305600	0.555800	0.138600	0.305200	0.551100	0.143700	0.307300	0.547600	0.145100	0.299200	0.552100	0.148700	0.303500	0.553300	0.143200	0.301400	0.558700	0.139900
0.275000	0.615700	0.109300	0.276100	0.610900	0.113000	0.272400	0.614100	0.113500	0.268000	0.610600	0.121400	0.272800	0.609400	0.117800	0.271900	0.607400	0.120700	0.268900	0.610300	0.120800	0.271400	0.608800	0.119800	0.277200	0.600600	0.122200	0.277100	0.604400	0.118500	0.268800	0.612600	0.118600	0.276300	0.605900	0.117800	0.273200	0.611300	0.115500	0.277500	0.608100	0.114400	0.280400	0.602300	0.117300	0.285300	0.597200	0.117500	0.280600	0.600800	0.118600	0.283300	0.598100	0.118600	0.279400	0.592400	0.128200	0.284300	0.596100	0.119600
0.262000	0.655800	0.082200	0.262700	0.649800	0.087500	0.253800	0.654500	0.091700	0.252000	0.660200	0.087800	0.254600	0.654500	0.090900	0.264100	0.639500	0.096400	0.260000	0.650300	0.089700	0.257700	0.646200	0.096100	0.259600	0.645400	0.095000	0.263100	0.642800	0.094100	0.249800	0.653000	0.097200	0.262000	0.642000	0.096000	0.258300	0.637200	0.104500	0.257800	0.650300	0.091900	0.258500	0.640500	0.101000	0.250300	0.647000	0.102700	0.258800	0.642500	0.098700	0.258700	0.642400	0.098900	0.256200	0.647900	0.095900	0.255800	0.641600	0.102600
0.246000	0.694400	0.059600	0.242000	0.696300	0.061700	0.237400	0.700800	0.061800	0.249900	0.683200	0.066900	0.233300	0.693600	0.073100	0.238900	0.691100	0.070000	0.240000	0.695500	0.064500	0.238700	0.693700	0.067600	0.228300	0.698700	0.073000	0.240600	0.686700	0.072700	0.240400	0.680400	0.079200	0.234700	0.683000	0.082300	0.229500	0.686800	0.083700	0.235800	0.686700	0.077500	0.230500	0.688000	0.081500	0.233100	0.687700	0.079200	0.230000	0.691900	0.078100	0.233600	0.688300	0.078100	0.232600	0.685700	0.081700	0.229000	0.692500	0.078500
0.234900	0.728000	0.037100	0.231100	0.725800	0.043100	0.221900	0.738500	0.039600	0.224400	0.731100	0.044500	0.220200	0.729900	0.049900	0.218400	0.735200	0.046400	0.218100	0.733800	0.048100	0.213900	0.733300	0.052800	0.206600	0.735600	0.057800	0.208200	0.731200	0.060600	0.210200	0.732000	0.057800	0.213400	0.728800	0.057800	0.209900	0.726700	0.063400	0.210500	0.724400	0.065100	0.214700	0.720500	0.064800	0.214100	0.721300	0.064600	0.215500	0.722700	0.061800	0.206800	0.726900	0.066300	0.208800	0.729200	0.062000	0.211600	0.721900	0.066500
0.214500	0.764100	0.021400	0.215600	0.760100	0.024300	0.215300	0.760500	0.024200	0.207400	0.766900	0.025700	0.202600	0.766200	0.031200	0.194800	0.773500	0.031700	0.202000	0.762600	0.035400	0.190600	0.775700	0.033700	0.187000	0.773100	0.039900	0.194800	0.764300	0.040900	0.191100	0.766400	0.042500	0.185700	0.768000	0.046300	0.187100	0.769400	0.043500	0.183300	0.768500	0.048200	0.184200	0.765600	0.050200	0.190100	0.758400	0.051500	0.179400	0.770200	0.050400	0.189600	0.765300	0.045100	0.184600	0.764500	0.050900	0.185500	0.764100	0.050400
0.199200	0.790600	0.010200	0.191100	0.798700	0.010200	0.188700	0.798000	0.013300	0.178300	0.806600	0.015100	0.184800	0.797000	0.018200	0.184500	0.795900	0.019600	0.171500	0.805600	0.022900	0.167100	0.808700	0.024200	0.170200	0.803300	0.026500	0.171100	0.798600	0.030300	0.164400	0.804600	0.031000	0.161300	0.805700	0.033000	0.163800	0.803400	0.032800	0.162500	0.802200	0.035300	0.157900	0.807000	0.035100	0.157700	0.805600	0.036700	0.160700	0.802100	0.037200	0.159600	0.803200	0.037200	0.162000	0.801300	0.036700	0.158900	0.806000	0.035100
0.182000	0.815600	0.002400	0.171200	0.824600	0.004200	0.173900	0.820800	0.005300	0.168100	0.825000	0.006900	0.160800	0.830200	0.009000	0.156500	0.830400	0.013100	0.154200	0.834000	0.011800	0.157000	0.825500	0.017500	0.152700	0.826700	0.020600	0.146100	0.832100	0.021800	0.150200	0.825300	0.024500	0.141000	0.835500	0.023500	0.151300	0.825500	0.023200	0.143500	0.831000	0.025500	0.138900	0.836900	0.024200	0.141900	0.830600	0.027500	0.138900	0.832300	0.028800	0.131400	0.837000	0.031600	0.133300	0.835200	0.031500	0.137700	0.830700	0.031600
0.166300	0.831400	0.002300	0.161100	0.835500	0.003400	0.154200	0.841200	0.004600	0.148400	0.843900	0.007700	0.143200	0.850600	0.006200	0.136500	0.855600	0.007900	0.131700	0.857400	0.010900	0.135700	0.854300	0.010000	0.131000	0.857200	0.011800	0.128000	0.855900	0.016100	0.118900	0.865500	0.015600	0.118300	0.863100	0.018600	0.121800	0.858800	0.019400	0.124300	0.852700	0.023000	0.119500	0.859700	0.020800	0.123600	0.855000	0.021400	0.118400	0.856600	0.025000	0.118400	0.858100	0.023500	0.117000	0.856600	0.026400	0.117100	0.862400	0.020500
