4.31	0.00	2.50	5.06	0.00	0.00	0.00	0.00	0.00	1534801	127207	148428	136333	248	2659	641	0.07	0.00	0.75	0.02	0.18	0.01
3.97	0.00	2.50	5.36	0.00	0.00	0.00	0.00	0.00	1541978	127466	147032	137550	272	2621	646	0.08	0.00	0.74	0.02	0.18	0.01
5.07	0.00	2.50	4.19	0.00	0.00	0.00	0.00	0.00	1544405	127248	150457	134252	273	2763	567	0.08	0.00	0.77	0.02	0.16	0.01
4.14	0.00	2.50	5.21	0.00	0.00	0.00	0.00	0.00	1573729	128053	150289	137000	269	2855	654	0.07	0.00	0.76	0.02	0.17	0.01
5.21	0.00	2.50	4.00	0.00	0.00	0.00	0.00	0.00	1541271	128692	151622	134286	290	2812	596	0.08	0.00	0.76	0.02	0.16	0.01
4.63	0.00	2.50	4.73	0.00	0.00	0.00	0.00	0.00	1548152	126170	150670	132968	276	2842	593	0.07	0.00	0.77	0.02	0.16	0.01
3.78	0.00	2.50	5.51	0.00	0.00	0.00	0.00	0.00	1556337	124484	147504	134926	274	2796	776	0.07	0.00	0.73	0.02	0.20	0.01
4.47	0.00	2.50	4.90	0.00	0.00	0.00	0.00	0.00	1551861	133601	156834	140389	283	2892	576	0.08	0.00	0.77	0.02	0.15	0.01
3.78	0.00	2.50	5.36	0.00	0.00	0.00	0.00	0.00	1531575	129348	150036	131873	410	2893	472	0.11	0.01	0.77	0.02	0.13	0.01
5.07	0.00	2.50	4.00	0.00	0.00	0.00	0.00	0.00	1550926	128212	151137	129040	499	2880	419	0.13	0.01	0.76	0.02	0.11	0.01
4.63	0.00	2.50	4.56	0.00	0.00	0.00	0.00	0.00	1548966	128151	149971	128045	474	2883	408	0.13	0.01	0.77	0.02	0.11	0.01
4.47	0.00	2.50	4.73	0.00	0.00	0.00	0.00	0.00	1546938	130442	150496	129717	476	2871	441	0.13	0.01	0.76	0.02	0.12	0.01
4.78	0.00	2.50	4.38	0.00	0.00	0.00	0.00	0.00	1542111	130120	150734	129093	481	2882	390	0.13	0.01	0.77	0.02	0.10	0.01
4.31	0.00	2.50	4.90	0.00	0.00	0.00	0.00	0.00	1551963	128684	150472	128442	441	2882	434	0.12	0.01	0.77	0.02	0.12	0.01
4.14	0.00	2.50	5.06	0.00	0.00	0.00	0.00	0.00	1548156	130710	152452	132178	391	2848	418	0.11	0.01	0.78	0.02	0.11	0.01
3.97	0.00	2.50	5.21	0.00	0.00	0.00	0.00	0.00	1553494	128797	150648	129204	406	2893	451	0.11	0.01	0.77	0.02	0.12	0.01
3.59	0.00	2.50	5.51	0.00	0.00	0.00	0.00	0.00	1541820	130079	149829	131806	412	2661	467	0.12	0.01	0.75	0.02	0.13	0.01
5.21	0.00	2.50	3.79	0.00	0.00	0.00	0.00	0.00	1538023	129117	150265	129118	466	2966	410	0.12	0.01	0.77	0.02	0.11	0.01
4.93	0.00	2.50	4.19	0.00	0.00	0.00	0.00	0.00	1527534	131301	150709	131198	466	2880	418	0.12	0.01	0.77	0.02	0.11	0.01
4.47	0.00	2.50	4.56	0.00	0.00	0.00	0.00	0.00	1537696	134834	145506	127503	718	2618	340	0.20	0.01	0.71	0.02	0.09	0.01
3.59	0.00	2.50	5.36	0.00	0.00	0.00	0.00	0.00	1536331	133318	147135	127525	589	2702	350	0.16	0.01	0.74	0.02	0.10	0.01
5.07	0.00	2.50	3.79	0.00	0.00	0.00	0.00	0.00	1547621	136029	144662	129403	759	2592	456	0.20	0.01	0.68	0.02	0.12	0.01
4.31	0.00	2.50	4.73	0.00	0.00	0.00	0.00	0.00	1599572	140000	150634	132183	675	2769	350	0.18	0.01	0.73	0.02	0.09	0.01
4.93	0.00	2.50	4.00	0.00	0.00	0.00	0.00	0.00	1547590	135271	144419	128222	692	2636	387	0.19	0.01	0.71	0.02	0.10	0.01
