0.304640	0.452920	0.242440	0.304790	0.455910	0.239300	0.309320	0.453930	0.236750	0.314830	0.452090	0.233080	0.314430	0.453220	0.232350	0.320660	0.451540	0.227800	0.321850	0.451940	0.226210	0.326260	0.451880	0.221860	0.329810	0.449490	0.220700	0.333390	0.449880	0.216730	0.335080	0.446660	0.218260	0.336940	0.447660	0.215400	0.342950	0.443960	0.213090	0.341650	0.446930	0.211420	0.343490	0.444210	0.212300	0.347680	0.444370	0.207950	0.344530	0.446000	0.209470	0.346860	0.443250	0.209890	0.346310	0.445510	0.208180	0.345980	0.443190	0.210830
0.299220	0.490610	0.210170	0.302090	0.488440	0.209470	0.304930	0.490000	0.205070	0.304420	0.490460	0.205120	0.312920	0.488400	0.198680	0.311840	0.490100	0.198060	0.314620	0.486350	0.199030	0.317390	0.485680	0.196930	0.319160	0.484060	0.196780	0.322530	0.484440	0.193030	0.322520	0.483670	0.193810	0.326720	0.481960	0.191320	0.330210	0.478070	0.191720	0.332950	0.479560	0.187490	0.330640	0.480510	0.188850	0.330110	0.480200	0.189690	0.335290	0.478210	0.186500	0.335040	0.477250	0.187710	0.331480	0.479870	0.188650	0.334810	0.479880	0.185310
0.294590	0.528640	0.176770	0.296720	0.527960	0.175320	0.297050	0.530220	0.172730	0.297550	0.530140	0.172310	0.298330	0.528820	0.172850	0.300020	0.528980	0.171000	0.303240	0.525130	0.171630	0.304390	0.524970	0.170640	0.307760	0.521990	0.170250	0.306340	0.523890	0.169770	0.311760	0.518730	0.169510	0.313920	0.517720	0.168360	0.312100	0.520900	0.167000	0.315860	0.518350	0.165790	0.316990	0.518820	0.164190	0.317120	0.517250	0.165630	0.315960	0.517830	0.166210	0.317850	0.517350	0.164800	0.318070	0.516760	0.165170	0.319440	0.515800	0.164760
0.287010	0.569740	0.143250	0.286170	0.572700	0.141130	0.284760	0.571010	0.144230	0.282910	0.572880	0.144210	0.285470	0.571530	0.143000	0.287870	0.567770	0.144360	0.290920	0.564930	0.144150	0.288030	0.568580	0.143390	0.293790	0.561760	0.144450	0.293720	0.562150	0.144130	0.293080	0.564140	0.142780	0.294450	0.561500	0.144050	0.296810	0.558870	0.144320	0.297550	0.558530	0.143920	0.299590	0.556870	0.143540	0.297620	0.556560	0.145820	0.298410	0.558380	0.143210	0.299410	0.557880	0.142710	0.298630	0.558910	0.142460	0.300570	0.556990	0.142440
0.273900	0.612440	0.113660	0.275180	0.610340	0.114480	0.269940	0.614620	0.115440	0.272740	0.611880	0.115380	0.273870	0.610490	0.115640	0.270100	0.614040	0.115860	0.272840	0.609330	0.117830	0.274480	0.606750	0.118770	0.277120	0.605160	0.117720	0.275870	0.604900	0.119230	0.275490	0.605290	0.119220	0.278620	0.603950	0.117430	0.276290	0.602110	0.121600	0.277790	0.601230	0.120980	0.280650	0.596530	0.122820	0.278040	0.601930	0.120030	0.278890	0.600230	0.120880	0.277880	0.601160	0.120960	0.278700	0.598290	0.123010	0.281010	0.597390	0.121600
0.263380	0.651840	0.084780	0.262500	0.652040	0.085460	0.256180	0.654980	0.088840	0.257720	0.654170	0.088110	0.256250	0.652890	0.090860	0.255870	0.651630	0.092500	0.254830	0.651830	0.093340	0.255570	0.649930	0.094500	0.253810	0.650350	0.095840	0.256020	0.647880	0.096100	0.257740	0.647000	0.095260	0.255260	0.645960	0.098780	0.253900	0.647800	0.098300	0.257350	0.643070	0.099580	0.256420	0.642090	0.101490	0.257280	0.641470	0.101250	0.257320	0.642740	0.099940	0.258220	0.641620	0.100160	0.258240	0.641390	0.100370	0.257020	0.641790	0.101190
0.247430	0.693150	0.059420	0.245950	0.692450	0.061600	0.242410	0.695410	0.062180	0.241630	0.694600	0.063770	0.238450	0.694310	0.067240	0.236730	0.693510	0.069760	0.235240	0.694270	0.070490	0.234860	0.693800	0.071340	0.233050	0.692420	0.074530	0.231510	0.691960	0.076530	0.231980	0.692060	0.075960	0.232700	0.690720	0.076580	0.235740	0.686930	0.077330	0.234020	0.685700	0.080280	0.231070	0.688270	0.080660	0.232250	0.686860	0.080890	0.235020	0.683970	0.081010	0.233960	0.685140	0.080900	0.232060	0.685980	0.081960	0.232950	0.684310	0.082740
0.234370	0.726980	0.038650	0.228150	0.731190	0.040660	0.224860	0.731750	0.043390	0.222940	0.733580	0.043480	0.221550	0.731560	0.046890	0.219370	0.732600	0.048030	0.214710	0.733480	0.051810	0.214580	0.731990	0.053430	0.214720	0.731660	0.053620	0.210660	0.732100	0.057240	0.211410	0.732270	0.056320	0.213190	0.728510	0.058300	0.210420	0.729190	0.060390	0.209120	0.729630	0.061250	0.210720	0.725430	0.063850	0.209120	0.727510	0.063370	0.210050	0.724880	0.065070	0.210700	0.725600	0.063700	0.208190	0.726660	0.065150	0.209600	0.726720	0.063680
0.217570	0.760860	0.021570	0.213590	0.762150	0.024260	0.207560	0.767420	0.025020	0.201960	0.769720	0.028320	0.201770	0.768710	0.029520	0.198740	0.769160	0.032100	0.195660	0.769380	0.034960	0.196120	0.767330	0.036550	0.192250	0.767690	0.040060	0.190060	0.769200	0.040740	0.188490	0.770220	0.041290	0.187440	0.767770	0.044790	0.183580	0.770690	0.045730	0.184970	0.768660	0.046370	0.186940	0.766820	0.046240	0.186850	0.765880	0.047270	0.185470	0.765390	0.049140	0.183600	0.766690	0.049710	0.185590	0.764900	0.049510	0.185290	0.764530	0.050180
0.198390	0.792730	0.008880	0.193190	0.796060	0.010750	0.190170	0.796950	0.012880	0.185860	0.798780	0.015360	0.181190	0.801400	0.017410	0.179300	0.801640	0.019060	0.175670	0.802930	0.021400	0.171300	0.805720	0.022980	0.171450	0.802620	0.025930	0.167990	0.804330	0.027680	0.166040	0.803790	0.030170	0.165840	0.803870	0.030290	0.164380	0.803020	0.032600	0.161160	0.804340	0.034500	0.163440	0.800900	0.035660	0.163170	0.800590	0.036240	0.161730	0.801740	0.036530	0.161800	0.800820	0.037380	0.160850	0.801780	0.037370	0.161580	0.800960	0.037460
